SalesID,OrderDate,CustomerID,ProductID,StoreID,SalesRepID,Quantity,UnitPrice,Discount,PaymentMode,Status,SalesAmount,ShipDate
36,2024-03-11,1235,2039,3009,4017,5,4617,0.09,UPI,Delivered,21007.350000000002,2024-03-15
37,2024-05-28,1266,2015,3005,4019,1,4293,0.03,Net Banking,Delivered,4164.21,2024-05-31
38,2024-09-21,1105,2011,3009,4009,5,207,0.15,Net Banking,Returned,879.75,2024-09-23
39,2024-05-19,1159,2046,3001,4017,5,4296,0.19,UPI,Cancelled,17398.800000000003,2024-05-24
40,2024-04-19,1367,2040,3009,4014,5,3859,0.23,Net Banking,Returned,14857.15,2024-04-20
41,2024-11-01,1343,2012,3008,4018,4,1274,0.24,Credit Card,Cancelled,3872.96,2024-11-04
42,2024-05-29,1458,2029,3007,4013,3,2885,0.23,Net Banking,Delivered,6664.35,2024-06-01
43,2024-12-15,1220,2003,3007,4009,2,4382,0.2,Credit Card,Returned,7011.200000000001,2024-12-16
44,2024-10-21,1261,2041,3001,4003,4,4845,0.13,Credit Card,Delivered,16860.6,2024-10-24
45,2024-11-07,1024,2023,3005,4003,3,2755,0.08,UPI,Returned,7603.8,2024-11-10
46,2024-01-17,1289,2034,3007,4020,4,2438,0.27,Net Banking,Cancelled,7118.96,2024-01-23
47,2024-12-10,1059,2044,3004,4010,4,4585,0.23,Cash,Delivered,14121.800000000001,2024-12-13
48,2024-09-13,1413,2031,3007,4017,1,3232,0.04,Net Banking,Returned,3102.72,2024-09-16
49,2024-01-12,1231,2006,3002,4005,5,1128,0.03,Credit Card,Delivered,5470.8,2024-01-14
50,2024-03-13,1237,2027,3003,4017,4,859,0.03,Credit Card,Cancelled,3332.92,2024-03-14
51,2024-07-07,1264,2032,3005,4013,1,3483,0.12,Net Banking,Delivered,3065.04,2024-07-09
52,2024-10-08,1270,2022,3009,4005,3,1528,0.14,Net Banking,Delivered,3942.24,2024-10-13
53,2024-10-26,1302,2007,3008,4016,4,2754,0.0,Credit Card,Cancelled,11016.0,2024-10-30
54,2024-10-21,1461,2016,3005,4015,4,3194,0.19,Cash,Delivered,10348.560000000001,2024-10-23
55,2024-09-30,1419,2042,3007,4009,4,923,0.04,Credit Card,Returned,3544.3199999999997,2024-10-03
56,2024-04-01,1246,2041,3009,4017,4,3429,0.15,UPI,Returned,11658.6,2024-04-03
57,2024-08-16,1290,2039,3007,4011,4,2442,0.2,Cash,Returned,7814.400000000001,2024-08-21
58,2024-08-29,1191,2038,3010,4013,1,1046,0.24,Credit Card,Cancelled,794.96,2024-09-01
59,2024-09-14,1349,2018,3002,4003,4,1141,0.29,UPI,Cancelled,3240.44,2024-09-15
60,2024-05-02,1184,2032,3005,4016,2,1020,0.04,Net Banking,Cancelled,1958.3999999999999,2024-05-07
61,2024-08-27,1133,2036,3006,4007,3,3132,0.23,UPI,Delivered,7234.92,2024-09-02
62,2024-04-20,1137,2022,3004,4007,1,2259,0.17,UPI,Returned,1874.9699999999998,2024-04-24
63,2024-11-16,1260,2015,3003,4014,2,1408,0.04,Net Banking,Cancelled,2703.3599999999997,2024-11-22
64,2024-07-21,1372,2022,3004,4018,5,1994,0.17,Cash,Cancelled,8275.1,2024-07-25
65,2024-11-18,1055,2011,3008,4008,3,1195,0.03,Credit Card,Cancelled,3477.45,2024-11-24
66,2024-04-27,1065,2002,3004,4003,4,235,0.14,Net Banking,Delivered,808.4,2024-05-02
67,2024-09-17,1068,2039,3005,4004,2,3934,0.25,Credit Card,Cancelled,5901.0,2024-09-18
68,2024-01-03,1351,2045,3004,4003,1,4401,0.09,Credit Card,Cancelled,4004.9100000000003,2024-01-04
69,2024-06-05,1003,2016,3006,4019,5,2432,0.21,UPI,Cancelled,9606.4,2024-06-07
70,2024-04-23,1286,2003,3006,4002,2,1656,0.06,Cash,Cancelled,3113.2799999999997,2024-04-25
71,2024-08-16,1201,2012,3005,4019,4,1834,0.12,Cash,Delivered,6455.68,2024-08-19
72,2024-04-27,1373,2019,3009,4005,1,2587,0.27,Net Banking,Delivered,1888.51,2024-05-02
73,2024-09-22,1360,2003,3007,4007,1,4846,0.28,Net Banking,Delivered,3489.12,2024-09-24
74,2024-12-29,1060,2044,3005,4003,1,1064,0.04,UPI,Returned,1021.4399999999999,2025-01-01
75,2024-07-23,1224,2036,3010,4020,5,2284,0.14,UPI,Delivered,9821.2,2024-07-29
76,2024-12-27,1257,2003,3007,4007,1,3641,0.03,UPI,Returned,3531.77,2025-01-02
77,2024-06-05,1379,2016,3003,4004,5,4455,0.22,UPI,Returned,17374.5,2024-06-10
78,2024-06-24,1260,2009,3008,4020,1,3718,0.19,UPI,Delivered,3011.5800000000004,2024-06-27
79,2024-07-06,1157,2005,3001,4002,5,4557,0.2,Cash,Cancelled,18228.0,2024-07-10
80,2024-10-15,1247,2017,3004,4003,1,1398,0.12,UPI,Returned,1230.24,2024-10-19
81,2024-03-19,1497,2032,3009,4019,4,1904,0.14,Credit Card,Cancelled,6549.76,2024-03-24
82,2024-08-19,1407,2022,3002,4006,1,4299,0.15,Cash,Returned,3654.15,2024-08-22
83,2024-04-21,1071,2049,3007,4017,3,2328,0.07,Cash,Cancelled,6495.12,2024-04-25
84,2024-05-22,1168,2022,3002,4001,3,4856,0.03,Credit Card,Delivered,14130.96,2024-05-23
85,2024-07-24,1481,2043,3006,4014,5,2587,0.07,Net Banking,Delivered,12029.55,2024-07-29
86,2024-01-14,1223,2039,3005,4014,3,298,0.07,Cash,Cancelled,831.42,2024-01-19
87,2024-08-15,1382,2006,3009,4007,3,296,0.22,UPI,Cancelled,692.64,2024-08-17
88,2024-01-08,1489,2045,3009,4018,4,1560,0.04,Net Banking,Returned,5990.4,2024-01-09
89,2024-09-28,1092,2012,3003,4019,4,257,0.16,Credit Card,Cancelled,863.52,2024-09-29
90,2024-02-05,1490,2048,3004,4013,5,2035,0.23,Cash,Cancelled,7834.75,2024-02-10
91,2024-10-30,1350,2045,3004,4002,5,3157,0.26,Net Banking,Delivered,11680.9,2024-10-31
92,2024-11-29,1187,2019,3005,4020,5,3329,0.22,UPI,Returned,12983.1,2024-11-30
93,2024-07-21,1238,2025,3002,4013,1,2318,0.06,Cash,Cancelled,2178.92,2024-07-25
94,2024-06-07,1304,2045,3004,4017,1,124,0.14,Net Banking,Cancelled,106.64,2024-06-13
95,2024-06-13,1245,2045,3004,4009,3,4391,0.0,Cash,Cancelled,13173.0,2024-06-16
96,2024-08-10,1321,2049,3005,4019,2,619,0.17,Credit Card,Delivered,1027.54,2024-08-14
97,2024-05-20,1100,2030,3008,4010,2,4160,0.13,Cash,Delivered,7238.4,2024-05-23
98,2024-01-15,1224,2013,3001,4006,1,2401,0.17,UPI,Cancelled,1992.83,2024-01-19
99,2024-02-10,1489,2044,3009,4001,5,1724,0.02,Cash,Cancelled,8447.6,2024-02-14
100,2024-02-11,1402,2024,3003,4009,4,4557,0.11,UPI,Delivered,16222.92,2024-02-15
101,2024-12-03,1415,2021,3010,4005,2,1700,0.08,Cash,Cancelled,3128.0,2024-12-04
102,2024-06-27,1467,2006,3008,4004,2,3118,0.21,Cash,Returned,4926.4400000000005,2024-07-01
103,2024-02-26,1318,2033,3009,4009,5,2113,0.21,Net Banking,Returned,8346.35,2024-03-02
104,2024-03-03,1093,2047,3005,4011,5,3980,0.23,Credit Card,Delivered,15323.0,2024-03-08
105,2024-05-23,1059,2008,3004,4016,5,4390,0.03,Credit Card,Cancelled,21291.5,2024-05-28
106,2024-12-29,1050,2050,3001,4003,1,1539,0.19,Credit Card,Cancelled,1246.5900000000001,2025-01-02
107,2024-07-20,1127,2017,3002,4012,2,2748,0.07,Net Banking,Returned,5111.28,2024-07-23
108,2024-03-22,1430,2004,3003,4006,5,1522,0.08,Net Banking,Cancelled,7001.200000000001,2024-03-26
109,2024-02-27,1205,2015,3001,4020,2,3862,0.03,Credit Card,Returned,7492.28,2024-02-29
110,2024-12-22,1500,2012,3007,4001,3,4733,0.16,Net Banking,Delivered,11927.16,2024-12-23
111,2024-01-26,1029,2009,3010,4008,4,3301,0.13,Net Banking,Delivered,11487.48,2024-01-30
112,2024-05-08,1196,2026,3008,4005,4,4634,0.28,Cash,Delivered,13345.92,2024-05-10
113,2024-02-12,1463,2017,3008,4018,4,1545,0.05,UPI,Delivered,5871.0,2024-02-13
114,2024-12-05,1054,2002,3001,4012,5,2275,0.17,UPI,Delivered,9441.25,2024-12-09
115,2024-09-16,1276,2030,3006,4005,2,754,0.12,Cash,Cancelled,1327.04,2024-09-18
116,2024-01-09,1330,2020,3001,4013,3,1572,0.25,UPI,Delivered,3537.0,2024-01-15
117,2024-07-18,1479,2043,3003,4012,3,1414,0.05,Credit Card,Delivered,4029.8999999999996,2024-07-24
118,2024-10-15,1189,2007,3009,4005,1,4878,0.06,Cash,Returned,4585.32,2024-10-21
119,2024-11-09,1114,2037,3008,4005,2,1336,0.14,Cash,Cancelled,2297.92,2024-11-15
120,2024-11-10,1186,2018,3004,4002,3,4020,0.02,Net Banking,Cancelled,11818.8,2024-11-15
121,2024-12-30,1351,2019,3008,4018,5,4372,0.21,Net Banking,Cancelled,17269.4,2025-01-03
122,2024-12-11,1337,2043,3010,4011,3,2943,0.0,Cash,Delivered,8829.0,2024-12-15
123,2024-03-09,1352,2047,3008,4019,3,1871,0.22,UPI,Cancelled,4378.14,2024-03-15
124,2024-10-07,1231,2013,3003,4015,4,3254,0.28,UPI,Cancelled,9371.52,2024-10-10
125,2024-08-20,1412,2005,3009,4016,3,3144,0.02,Net Banking,Returned,9243.36,2024-08-26
126,2024-06-23,1217,2009,3008,4011,1,952,0.15,Credit Card,Delivered,809.1999999999999,2024-06-25
127,2024-04-06,1069,2047,3001,4020,5,1087,0.22,Credit Card,Cancelled,4239.3,2024-04-09
128,2024-08-17,1331,2046,3002,4019,2,4889,0.2,Cash,Delivered,7822.400000000001,2024-08-23
129,2024-05-20,1319,2009,3005,4020,5,2510,0.22,Net Banking,Returned,9789.0,2024-05-26
130,2024-12-17,1008,2030,3008,4014,5,999,0.26,Net Banking,Returned,3696.3,2024-12-23
131,2024-06-21,1349,2041,3004,4013,5,1331,0.1,Credit Card,Returned,5989.5,2024-06-26
132,2024-06-19,1015,2048,3009,4016,3,3009,0.2,Net Banking,Returned,7221.6,2024-06-21
133,2024-06-30,1181,2009,3009,4008,4,467,0.2,Cash,Cancelled,1494.4,2024-07-02
134,2024-04-26,1249,2013,3010,4007,3,4076,0.29,UPI,Returned,8681.88,2024-04-29
135,2024-07-10,1268,2004,3004,4012,3,2037,0.24,Net Banking,Returned,4644.36,2024-07-12
136,2024-02-13,1048,2014,3008,4002,5,1982,0.0,UPI,Cancelled,9910.0,2024-02-14
137,2024-09-23,1021,2016,3009,4002,5,2546,0.1,Cash,Cancelled,11457.0,2024-09-29
138,2024-03-01,1201,2024,3010,4002,3,3493,0.0,UPI,Cancelled,10479.0,2024-03-05
139,2024-07-30,1040,2007,3008,4013,2,3468,0.06,Net Banking,Returned,6519.839999999999,2024-08-03
140,2024-04-08,1204,2021,3008,4014,2,2789,0.28,Cash,Delivered,4016.16,2024-04-14
141,2024-05-01,1155,2043,3004,4013,3,4457,0.06,UPI,Cancelled,12568.74,2024-05-07
142,2024-06-23,1040,2030,3009,4020,5,962,0.14,Credit Card,Cancelled,4136.6,2024-06-28
143,2024-04-02,1461,2027,3009,4012,2,2325,0.05,Net Banking,Cancelled,4417.5,2024-04-03
144,2024-03-09,1099,2026,3004,4007,2,1600,0.09,UPI,Cancelled,2912.0,2024-03-14
145,2024-02-17,1184,2003,3007,4012,3,2197,0.17,Cash,Cancelled,5470.53,2024-02-19
146,2024-06-19,1209,2017,3009,4007,3,1463,0.11,Net Banking,Cancelled,3906.21,2024-06-23
147,2024-05-11,1072,2041,3006,4009,4,1183,0.16,Cash,Returned,3974.8799999999997,2024-05-13
148,2024-10-15,1206,2032,3001,4020,2,1717,0.09,Net Banking,Returned,3124.94,2024-10-18
149,2024-08-17,1488,2022,3007,4014,1,4510,0.02,UPI,Returned,4419.8,2024-08-21
150,2024-10-14,1240,2039,3001,4009,3,905,0.14,Credit Card,Delivered,2334.9,2024-10-15
151,2024-01-12,1414,2026,3001,4016,4,3322,0.24,Credit Card,Delivered,10098.880000000001,2024-01-18
152,2024-11-25,1272,2001,3009,4004,1,956,0.0,Credit Card,Returned,956.0,2024-11-30
153,2024-12-27,1324,2024,3001,4004,1,650,0.22,Credit Card,Cancelled,507.0,2024-12-28
154,2024-02-26,1049,2016,3010,4019,1,3855,0.23,Cash,Cancelled,2968.35,2024-02-28
155,2024-05-12,1078,2001,3002,4002,5,1615,0.18,Cash,Delivered,6621.500000000001,2024-05-13
156,2024-12-27,1049,2045,3004,4009,2,1363,0.08,UPI,Cancelled,2507.92,2025-01-01
157,2024-05-04,1100,2040,3008,4008,3,2725,0.07,Cash,Delivered,7602.749999999999,2024-05-07
158,2024-05-01,1094,2029,3004,4017,2,2358,0.29,UPI,Returned,3348.3599999999997,2024-05-07
159,2024-11-23,1021,2032,3006,4014,2,1337,0.09,Net Banking,Returned,2433.34,2024-11-29
160,2024-09-29,1057,2027,3002,4009,3,1116,0.3,UPI,Cancelled,2343.6,2024-10-03
161,2024-01-06,1366,2007,3005,4003,5,4704,0.29,Credit Card,Cancelled,16699.2,2024-01-12
162,2024-09-24,1317,2008,3007,4002,1,1468,0.13,UPI,Returned,1277.16,2024-09-30
163,2024-07-07,1228,2027,3008,4008,1,4666,0.29,Cash,Returned,3312.8599999999997,2024-07-08
164,2024-11-03,1173,2038,3008,4011,5,421,0.07,Credit Card,Delivered,1957.6499999999999,2024-11-05
165,2024-06-05,1231,2010,3002,4006,1,277,0.05,Cash,Cancelled,263.15,2024-06-07
166,2024-01-07,1205,2027,3006,4013,1,4630,0.2,Credit Card,Delivered,3704.0,2024-01-12
167,2024-05-11,1075,2033,3002,4005,1,2579,0.12,UPI,Returned,2269.52,2024-05-14
168,2024-12-07,1067,2044,3007,4013,5,1870,0.15,UPI,Cancelled,7947.5,2024-12-11
169,2024-02-19,1197,2027,3001,4004,1,4533,0.23,Cash,Cancelled,3490.41,2024-02-22
170,2024-03-21,1193,2050,3008,4004,1,374,0.22,Net Banking,Cancelled,291.72,2024-03-26
171,2024-05-23,1425,2017,3005,4018,4,1847,0.13,Cash,Cancelled,6427.56,2024-05-28
172,2024-11-15,1404,2024,3005,4006,3,1865,0.1,Credit Card,Returned,5035.5,2024-11-21
173,2024-04-23,1106,2043,3004,4004,3,1706,0.11,Net Banking,Returned,4555.02,2024-04-24
174,2024-04-07,1338,2028,3002,4005,2,1397,0.06,Net Banking,Returned,2626.3599999999997,2024-04-13
175,2024-04-09,1225,2045,3004,4020,4,928,0.15,UPI,Delivered,3155.2,2024-04-14
176,2024-08-18,1206,2031,3009,4007,2,1549,0.0,Credit Card,Delivered,3098.0,2024-08-19
177,2024-03-26,1460,2028,3003,4008,5,4134,0.1,Credit Card,Delivered,18603.0,2024-03-30
178,2024-10-03,1130,2013,3009,4005,3,2004,0.01,UPI,Cancelled,5951.88,2024-10-04
179,2024-06-17,1120,2022,3007,4018,3,1709,0.05,Cash,Cancelled,4870.65,2024-06-22
180,2024-10-14,1138,2021,3005,4005,4,2687,0.19,Cash,Delivered,8705.880000000001,2024-10-16
181,2024-04-24,1295,2007,3002,4002,1,2425,0.07,Net Banking,Cancelled,2255.25,2024-04-29
182,2024-06-28,1406,2018,3010,4012,1,3149,0.0,UPI,Delivered,3149.0,2024-06-30
183,2024-06-03,1313,2016,3008,4008,5,3703,0.03,Cash,Delivered,17959.55,2024-06-06
184,2024-12-08,1115,2045,3009,4004,1,1959,0.15,Credit Card,Cancelled,1665.1499999999999,2024-12-10
185,2024-04-11,1405,2004,3008,4006,2,1038,0.03,Credit Card,Delivered,2013.72,2024-04-12
186,2024-04-21,1279,2032,3002,4019,3,1072,0.06,UPI,Cancelled,3023.04,2024-04-27
187,2024-10-04,1073,2011,3005,4009,4,2004,0.13,Net Banking,Delivered,6973.92,2024-10-10
188,2024-12-07,1390,2034,3010,4004,5,718,0.02,Credit Card,Returned,3518.2,2024-12-11
189,2024-06-24,1340,2016,3005,4007,1,371,0.22,UPI,Delivered,289.38,2024-06-28
190,2024-06-01,1089,2040,3010,4013,5,4134,0.03,Cash,Delivered,20049.899999999998,2024-06-05
191,2024-07-28,1134,2020,3002,4013,5,1252,0.02,Net Banking,Cancelled,6134.8,2024-08-03
192,2024-11-02,1388,2018,3001,4012,5,175,0.06,Cash,Delivered,822.5,2024-11-05
193,2024-08-13,1109,2009,3005,4013,5,3998,0.15,Cash,Cancelled,16991.5,2024-08-15
194,2024-05-12,1161,2019,3009,4006,5,4161,0.04,UPI,Returned,19972.8,2024-05-15
195,2024-09-20,1379,2002,3008,4015,4,1122,0.21,Net Banking,Returned,3545.52,2024-09-26
196,2024-02-29,1010,2027,3008,4005,4,4224,0.26,Net Banking,Delivered,12503.039999999999,2024-03-05
197,2024-02-18,1297,2042,3003,4014,5,1887,0.2,Cash,Cancelled,7548.0,2024-02-23
198,2024-01-23,1485,2032,3004,4008,5,2031,0.17,Net Banking,Returned,8428.65,2024-01-29
199,2024-02-19,1406,2033,3010,4020,3,4162,0.21,UPI,Delivered,9863.94,2024-02-25
200,2024-02-06,1331,2028,3002,4011,3,2205,0.26,Credit Card,Returned,4895.1,2024-02-08
201,2024-02-16,1164,2029,3001,4006,4,780,0.29,Net Banking,Delivered,2215.2,2024-02-18
202,2024-09-27,1138,2006,3003,4011,2,2396,0.12,Net Banking,Delivered,4216.96,2024-09-28
203,2024-05-11,1060,2031,3002,4013,4,1483,0.18,Net Banking,Returned,4864.240000000001,2024-05-12
204,2024-01-07,1016,2041,3008,4009,5,3223,0.02,UPI,Returned,15792.699999999999,2024-01-09
205,2024-03-08,1449,2035,3006,4003,1,3346,0.08,Net Banking,Delivered,3078.32,2024-03-13
206,2024-07-21,1364,2007,3001,4006,1,155,0.13,UPI,Cancelled,134.85,2024-07-25
207,2024-11-09,1231,2019,3002,4004,3,4001,0.07,UPI,Cancelled,11162.789999999999,2024-11-12
208,2024-11-18,1267,2010,3006,4017,1,3373,0.15,Cash,Cancelled,2867.0499999999997,2024-11-20
209,2024-10-26,1169,2020,3006,4002,1,2918,0.14,Cash,Delivered,2509.48,2024-10-29
210,2024-02-22,1056,2041,3009,4011,2,1117,0.17,UPI,Returned,1854.2199999999998,2024-02-28
211,2024-12-03,1445,2025,3010,4001,1,1728,0.05,Net Banking,Returned,1641.6,2024-12-08
212,2024-09-21,1135,2022,3004,4015,1,1998,0.11,Credit Card,Cancelled,1778.22,2024-09-26
213,2024-03-26,1280,2040,3003,4009,4,310,0.01,UPI,Returned,1227.6,2024-03-30
214,2024-01-28,1477,2019,3006,4008,5,1332,0.1,Credit Card,Delivered,5994.0,2024-01-29
215,2024-12-28,1327,2006,3007,4001,1,3561,0.02,Credit Card,Cancelled,3489.7799999999997,2025-01-03
216,2024-02-25,1289,2023,3010,4020,5,3353,0.17,Cash,Cancelled,13914.949999999999,2024-02-29
217,2024-04-30,1467,2044,3001,4015,4,3953,0.16,Credit Card,Delivered,13282.08,2024-05-06
218,2024-03-06,1276,2043,3003,4014,4,2187,0.15,Credit Card,Delivered,7435.8,2024-03-10
219,2024-01-24,1452,2009,3007,4020,3,4872,0.17,UPI,Delivered,12131.279999999999,2024-01-27
220,2024-09-15,1459,2002,3001,4018,4,4148,0.28,Cash,Cancelled,11946.24,2024-09-18
221,2024-06-01,1231,2036,3005,4009,5,1345,0.25,Credit Card,Delivered,5043.75,2024-06-06
222,2024-05-10,1400,2038,3009,4020,3,549,0.21,Credit Card,Cancelled,1301.13,2024-05-15
223,2024-05-28,1237,2016,3003,4014,1,3887,0.02,Credit Card,Returned,3809.2599999999998,2024-05-30
224,2024-01-20,1233,2039,3001,4014,3,4077,0.06,Cash,Delivered,11497.14,2024-01-25
225,2024-03-20,1177,2031,3009,4015,1,3043,0.29,Credit Card,Delivered,2160.5299999999997,2024-03-22
226,2024-11-21,1463,2026,3010,4002,2,3116,0.23,UPI,Returned,4798.64,2024-11-25
227,2024-04-28,1366,2002,3009,4015,5,2242,0.23,UPI,Returned,8631.7,2024-05-04
228,2024-07-03,1269,2045,3003,4014,1,350,0.03,Net Banking,Returned,339.5,2024-07-09
229,2024-02-29,1435,2025,3001,4011,4,3082,0.11,UPI,Returned,10971.92,2024-03-03
230,2024-03-24,1210,2013,3006,4002,3,3916,0.26,Net Banking,Cancelled,8693.52,2024-03-28
231,2024-02-19,1038,2046,3010,4005,3,3871,0.14,Credit Card,Cancelled,9987.18,2024-02-24
232,2024-01-04,1252,2002,3007,4004,4,4760,0.23,Cash,Returned,14660.800000000001,2024-01-10
233,2024-11-02,1374,2041,3010,4009,1,745,0.09,Cash,Cancelled,677.95,2024-11-06
234,2024-01-18,1280,2022,3005,4007,5,1926,0.13,Cash,Returned,8378.1,2024-01-19
235,2024-04-29,1342,2050,3009,4005,1,4382,0.03,Cash,Returned,4250.54,2024-05-05
236,2024-11-04,1231,2026,3009,4013,2,1307,0.02,Cash,Delivered,2561.72,2024-11-06
237,2024-10-28,1336,2039,3008,4016,2,1781,0.13,Net Banking,Delivered,3098.94,2024-11-02
238,2024-04-22,1450,2026,3003,4004,4,4074,0.22,Net Banking,Returned,12710.880000000001,2024-04-24
239,2024-11-17,1099,2008,3006,4005,5,829,0.21,Net Banking,Delivered,3274.55,2024-11-19
240,2024-04-29,1347,2033,3004,4002,1,624,0.14,Credit Card,Returned,536.64,2024-05-05
241,2024-12-13,1255,2019,3010,4002,5,1896,0.25,UPI,Cancelled,7110.0,2024-12-18
242,2024-04-23,1197,2041,3009,4006,5,3145,0.06,Credit Card,Cancelled,14781.5,2024-04-26
243,2024-05-29,1488,2048,3010,4017,2,4260,0.01,Net Banking,Delivered,8434.8,2024-06-04
244,2024-09-02,1477,2013,3005,4019,4,3752,0.08,Cash,Returned,13807.36,2024-09-05
245,2024-05-12,1175,2033,3007,4007,1,503,0.29,Net Banking,Delivered,357.13,2024-05-15
246,2024-06-24,1440,2013,3005,4016,1,592,0.12,Credit Card,Cancelled,520.96,2024-06-28
247,2024-06-05,1145,2002,3001,4009,2,3845,0.09,Credit Card,Returned,6997.900000000001,2024-06-10
248,2024-02-01,1218,2041,3007,4017,5,1714,0.26,UPI,Cancelled,6341.8,2024-02-04
249,2024-07-26,1302,2041,3010,4012,5,1427,0.08,UPI,Cancelled,6564.200000000001,2024-07-30
250,2024-11-01,1408,2016,3003,4007,1,2841,0.23,Cash,Returned,2187.57,2024-11-03
251,2024-08-09,1130,2011,3007,4008,2,1145,0.1,Credit Card,Cancelled,2061.0,2024-08-12
252,2024-12-07,1412,2041,3003,4006,1,2575,0.28,UPI,Cancelled,1854.0,2024-12-12
253,2024-07-28,1146,2013,3010,4007,3,1496,0.08,Cash,Delivered,4128.96,2024-07-29
254,2024-11-04,1150,2045,3008,4010,2,4185,0.2,Credit Card,Delivered,6696.0,2024-11-09
255,2024-09-07,1405,2046,3004,4003,4,4106,0.2,UPI,Delivered,13139.2,2024-09-12
256,2024-11-17,1225,2002,3003,4009,5,861,0.14,UPI,Cancelled,3702.2999999999997,2024-11-20
257,2024-06-12,1310,2026,3008,4007,5,2812,0.16,Credit Card,Cancelled,11810.4,2024-06-18
258,2024-05-19,1480,2017,3010,4010,3,751,0.14,Net Banking,Delivered,1937.58,2024-05-24
259,2024-05-29,1352,2008,3007,4019,2,2855,0.13,Net Banking,Cancelled,4967.7,2024-06-02
260,2024-03-17,1314,2031,3003,4013,3,3924,0.22,Cash,Delivered,9182.16,2024-03-20
261,2024-03-06,1300,2008,3007,4017,3,149,0.04,Cash,Returned,429.12,2024-03-11
262,2024-05-08,1162,2040,3007,4019,5,2996,0.06,Net Banking,Cancelled,14081.199999999999,2024-05-11
263,2024-01-04,1078,2043,3001,4019,2,596,0.16,Credit Card,Returned,1001.28,2024-01-06
